timestamp,question,answer,sources_json
2025-09-29T17:00:22Z,Show me graduate course descriptions for Nutritional Sciences,Nutritional Sciences (M.S.) Courses: Nutritional Sciences (M.S.) Courses: Nutritional Sciences (M.S.) Courses: Nutritional Sciences (M.S.) Courses: Nutritional Sciences (M.S.) Courses: Nutritional Sciences (M.S.) Courses: Nutritional Sciences (M.S.),"[""- Nutritional Sciences (M.S.) (https://catalog.unh.edu/graduate/programs-study/nutritional-sciences/nutritional-sciences-ms/)""]"
2025-09-29T19:55:23Z,What is the minimum passing grade for graduate students?,3.0,"[""-  – Academic Standards (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/academic-standards/#:~:text=Each%20individual%20program%20may%20set%20and%20announce%20standards%20for%20coursework%2C%20examinations%2C%20and/or%20research%20achievement%20that%20are%20more%20rigorous%20than%20the%20Graduate)"", ""-  – Grades (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/grading/#:~:text=Courses%20at%20the%20700-%C2%ADlevel%20approved%20for%20graduate%20credit%20cannot%20be%20taken%20for%20pass/fail.)"", ""-  – Academic Standards (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/academic-standards/#:~:text=Graduate%20students%20MUST%20have%20a%20cumulative%20GPA%20of%203.0%20or%20higher%20in%20order%20to%20be%20eligible%20for%20graduation.)"", ""-  – Grades (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/grading/#:~:text=Graduate%20credit%20is%20only%20granted%20for%20courses%20completed%20with%20a%20grade%20of%20B-%C2%AD%20or%20higher.)"", ""-  – Academic Standards (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/academic-standards/#:~:text=Graduate%20students%20receiving%20grades%20below%20%22B-%C2%AD%22%20in%209%20or%20more%20credits%20%2C%20including%20undergraduate%20courses%20taken%20while%20a%20graduate%20student%2C%20will%20be%20dismissed%20from)""]"
2025-09-29T19:56:32Z,What is an IA grade?,"""IA"" indicates ""incomplete"" in thesis credit, doctoral research, or other continuing courses of more than one semester. The grade earned will replace the ""IA"" once the work has been completed. In the case of doctoral research, once the dissertation is deemed complete, only the final term of enrollment will be assigned a ""CR"". Prior semester ""IA"" grades will remain on the official transcript. IA Grades: ""IA"" indicates ""incomplete"" in thesis credit, doctoral research, or other continuing courses of more than one semester. The grade earned will replace the ""I","[""-  – Grades (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/grading/#:~:text=The%20grade%20earned%20will%20replace%20the%20%22IA%22%20once%20the%20work%20has%20been%20completed.)"", ""-  – Grades (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/grading/#:~:text=Audit%20Grades%3A%20An%20%22AU%22%20grade%20is%20assigned%20for%20completion%20of%20courses%20for%20which%20an%20audit%20was%20granted.)"", ""-  – Grades (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/grading/#:~:text=AF%20Grades%3A%20An%20%22AF%22%20grade%2C%20Administrative%20F%2C%20is%20assigned%20for%20failure%20to%20either%20drop%20or%20complete%20a%20course.)""]"
2025-09-29T19:57:22Z,Can I take a course pass/fail?,A graduate student may petition to take undergraduate courses on a pass/fail basis. Such a petition must be approved by the end of the add period for the term the course is taken. Courses at the 700-­level approved for graduate credit cannot be taken for pass/fail. Only courses completed with a grade of B- or higher may be used to fulfill certificate requirements. A course may only be repeated once. Only repeated courses taken at UNH will alter the cumulative grade-­point average. Failing a required course for a second time is grounds for dismissal.,"[""-  – Grades (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/grading/#:~:text=A%20graduate%20student%20may%20petition%20to%20take%20undergraduate%20courses%20on%20a%20pass/fail%20basis.)"", ""-  – Certificate Programs (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=Only%20courses%20completed%20with%20a%20grade%20of%20B-%20or%20higher%20may%20be%20used%20to%20fulfill%20certificate%20requirements.)"", ""-  – Grades (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/grading/#:~:text=Repeated%20courses%3A%20Repeating%20a%20course%20does%20not%20remove%20the%20original%20course%20or%20grade%20from%20the%20record.)""]"
2025-09-29T19:57:59Z,Can I transfer credits into my program?,Yes,"[""-  – External to UNH (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/credit-transfer/#:~:text=The%20transfer%20credit%20request%20must%20be%20recommended%20by%20the%20program%20faculty%20and%20approved%20by%20the%20Graduate%20School.)""]"
2025-09-29T20:00:24Z,Can I appeal a dismissal?,Yes,"[""-  – Policy and Procedure for Program Dismissals (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/academic-standards/#:~:text=If%20the%20decision%20to%20dismiss%20stands%20after%20informal%20discussions%2C%20a%20student%20wishing%20to%20enter%20a%20formal%20appeal%20shall%20follow%20the%20procedure%20outlined%20below%20under)"", ""-  – Policy and Procedure for Program Dismissals (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/academic-standards/#:~:text=Dismissal%20for%20Professional%2C%20Ethical%2C%20or%20Academic%20Misconduct)"", ""-  – Policy and Procedure for Program Dismissals (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/academic-standards/#:~:text=A%20student%20who%20has%20been%20dismissed%20for%20failure%20to%20make%20required%20academic%20progress%20may%2C%20with%20the%20permission%20of%20the%20dean%20of%20the%20Graduate%20School%2C%20enroll%20as%20a)"", ""-  – Policy and Procedure for Program Dismissals (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/academic-standards/#:~:text=A%20student%20who%20has%20been%20dismissed%20for%20professional%2C%20ethical%2C%20or%20academic%20misconduct%20may%2C%20with%20the%20permission%20of%20the%20dean%20of%20the%20Graduate%20School%2C%20enroll%20as%20a)""]"
2025-09-29T20:01:44Z,How do I apply to grad school?,Apply for a degree at the Graduate School website: http://www.gradschool.unh.edu . All degree requirements and coursework must be completed prior to the degree conferral date. Graduate students MUST have a cumulative GPA of 3.0 or higher in order to graduate. Courses: GRAD 800 Courses: GRAD 800 Courses: GRAD 800,"[""-  – Applying for Admission (https://catalog.unh.edu/graduate/general-information/admissions/#:~:text=Application%20procedures%2C%20including%20deadlines%20and%20program%C2%AD-specific%20requirements%2C%20are%20available%20at%20the%20Graduate%20School%20website%3A%20http%3A//www.gradschool.unh.edu%20.)"", ""-  – Degree Conferral (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/graduation/#:~:text=All%20degree%20requirements%20and%20coursework%20must%20be%20completed%20prior%20to%20the%20degree%20conferral%20date.)"", ""- GRAD 800 (https://catalog.unh.edu/search/?P=GRAD%20800)""]"
2025-09-29T20:04:21Z,Can I take courses without applying?,Pass/Fail Grades: Graduate courses cannot be taken pass/fail. A graduate student may petition to take undergraduate courses on a pass/fail basis. Such a petition must be approved by the end of the add period for the term the course is taken. Courses at the 700-­level approved for graduate credit cannot be taken for pass/fail. Courses: General Accelerated Master's policy,"[""-  – 800 and 900­ Level Courses (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/courses/#:~:text=800-%C2%AD%20and%20900%C2%AD-%20level%20courses%20are%20offered%20for%20graduate%20credit%20only%20and%20therefore%20are%20open%20only%20to%20admitted%20graduate%20students%20or%20non%C2%AD-degree%20students%20with%20a)"", ""-  – Certificate Programs (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=Courses%20may%20be%20applied%20to%20only%20one%20certificate%20program%20but%20may%20also%20be%20applied%20to%20a%20master%E2%80%99s%20or%20doctoral%20degree%20program%20at%20UNH.)"", ""-  – Certificate Programs (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=Only%20courses%20completed%20with%20a%20grade%20of%20B-%20or%20higher%20may%20be%20used%20to%20fulfill%20certificate%20requirements.)"", ""-  – Grades (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/grading/#:~:text=A%20graduate%20student%20may%20petition%20to%20take%20undergraduate%20courses%20on%20a%20pass/fail%20basis.)"", ""- General Accelerated Master's policy (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#dual-degrees)""]"
2025-09-29T20:05:27Z,What is the Accelerated Masters program?,"Accelerated master's programs are designed to provide students with an efficient and cost-effective pathway to earn both a bachelor's and master's degree or graduate certificate, enhancing career opportunities and long-term earning potential","[""-  – Accelerated Master's Program (https://catalog.unh.edu/graduate/general-information/admissions/#:~:text=gradschool.unh.edu/academics/accelerated-masters-program)"", ""-  – Accelerated Master's Overview (https://catalog.unh.edu/graduate/programs-study/health-care-management/health-care-management-certificate/#:~:text=Accelerated%20Master%E2%80%99s%20programs%20offer%20qualified%20University%20of%20New%20Hampshire%20undergraduate%20students%20the%20opportunity%20to%20begin%20graduate%20coursework%20in%20select)"", ""-  – Accelerated Master's Overview (https://catalog.unh.edu/graduate/programs-study/global-conflict-human-security/global-conflict-human-security-ms/#:~:text=Accelerated%20Master%E2%80%99s%20programs%20offer%20qualified%20University%20of%20New%20Hampshire%20undergraduate%20students%20the%20opportunity%20to%20begin%20graduate%20coursework%20in%20select)"", ""-  – Accelerated Master's Overview (https://catalog.unh.edu/graduate/programs-study/political-science/political-science-ma/#:~:text=Accelerated%20Master%E2%80%99s%20programs%20offer%20qualified%20University%20of%20New%20Hampshire%20undergraduate%20students%20the%20opportunity%20to%20begin%20graduate%20coursework%20in%20select)""]"
2025-09-29T20:06:09Z,Is there housing available?,no,"[""-  – Graduate Student Housing (https://catalog.unh.edu/graduate/general-information/campus-life/#:~:text=https%3A//www.unh.edu/housing/housing-options/graduate-housing)"", ""-  – Graduate Student Housing (https://catalog.unh.edu/graduate/general-information/campus-life/#:~:text=To%20discuss%20all%20graduate%20housing%20options%2C%20please%20contact%20UNH%20Housing%20at%20Housing.Office%40unh.edu%20.)"", ""-  – Student Accessibility Services (https://catalog.unh.edu/graduate/general-information/academic-support-services/#:~:text=To%20learn%20more%20about%20our%20documentation%20requirements%20for%20both%20general%20and%20housing-only%20requests%2C%20please%20see%20our%20Documentation%20Guidelines%20pages%20on%20our%20website.)"", ""-  – Graduate Student Housing (https://catalog.unh.edu/graduate/general-information/campus-life/#:~:text=Babcock%20Hall%20is%20a%20unique%20and%20vibrant%20community%20of%20students%2021%20and%20older.)"", ""-  – Military & Veteran Services (https://catalog.unh.edu/graduate/general-information/academic-support-services/#:~:text=Manchester%20Campus)""]"
2025-09-29T20:06:35Z,Does UNH offer student health insurance?,no,"[""-  – Health & Wellness (https://catalog.unh.edu/graduate/general-information/academic-support-services/#:~:text=https%3A//www.unh.edu/health/)"", ""-  – UNH Online (https://catalog.unh.edu/graduate/general-information/#:~:text=UNH%20Online%20students%20receive%20the%20same%20high%20quality%20education%20and%20University%20of%20New%20Hampshire%20diploma%20as%20students%20studying%20on%20campus.)"", ""-  – Graduate Education (https://catalog.unh.edu/graduate/general-information/#:~:text=UNH%20is%20the%20primary%20institution%20within%20the%20University%20System%20of%20New%20Hampshire%20responsible%20for%20providing%20graduate%20programs%20that%20meet%20state%2C%20regional%2C%20and)""]"
2025-09-29T20:09:28Z,How many credits can I take?,"A maximum of 12 credits of UNH graduate level (800-900) courses completed by a non-degree student or taken as an accelerated master's student may, upon approval of the Graduate School, be applied to a student's degree program. Each program's faculty retain discretion regarding the maximum number of graduate credits that will be recommended for approval (not exceeding 12). Students must submit a UNH Transfer Credit Form to request that these courses be applied to their degree requirements. Courses may be applied to only one certificate program but may also be applied to a master’s or doctoral degree program at","[""-  – Internal to UNH (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/credit-transfer/#:~:text=A%20maximum%20of%2012%20credits%20of%20UNH%20graduate%20level%20%28800-900%29%20courses%20completed%20by%20a%20non-degree%20student%20or%20taken%20as%20an%20accelerated%20master%27s%20student%20may%2C%20upon)"", ""-  – Certificate Programs (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=There%20are%20no%20upper%20limits%20to%20the%20number%20of%20credits%20that%20may%20be%20applied%20to%20a%20degree%20program%20provided%20the%20courses%20fulfill%20a%20degree%20requirement.)"", ""-  – External to UNH (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/credit-transfer/#:~:text=Students%20may%20request%20that%20a%20maximum%20of%20two%20courses%2C%20for%20up%20to%208%20credits%20of%20graduate%20level%20coursework%2C%20from%20an%20accredited%20institution%20authorized%20to%20grant)"", ""-  – Academic Standards (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/academic-standards/#:~:text=Thus%2C%20students%20may%20be%20dismissed%20if%20they%20accumulate%20fewer%20than%209%20credits%20below%20the%20%22B%C2%AD-%22%20level%2C%20and/or%20fail%20to%20make%20adequate%20progress%20in%20other%20aspects%20of%20their)"", ""-  – M.S. Degree Requirements (https://catalog.unh.edu/graduate/programs-study/chemical-engineering-bioengineering/chemical-engineering-ms/#:~:text=A%20minimum%20of%2030%20credits%20%2C%20which%20must%20include%3A)""]"
2025-09-29T21:00:48Z,MS Information Technology curriculum overview,"The MS in Information Technology program is a professional graduate program in the applied and fast-changing field of Information Technology. The program prepares students for a professional IT or computing-related career and for advanced studies in a computing discipline. Offered at the University's urban campus in Manchester, a city that embraces cultural diversity, the program welcomes students from all over the word. With classes scheduled during the day and in the evening in fall, spring, and summer terms, the program gives students the flexibility to enroll full- or part-time.","[""-  – Program Learning Outcomes (https://catalog.unh.edu/graduate/programs-study/computing/information-technology-ms/#:~:text=The%20MS%20in%20Information%20Technology%20program%20is%20a%20professional%20graduate%20program%20in%20the%20applied%20and%20fast-changing%20field%20of%20Information%20Technology.)"", ""- Information Technology (M.S.) (https://catalog.unh.edu/graduate/programs-study/computing/information-technology-ms/)""]"
2025-09-29T21:01:23Z,"For MS IT, what happens if I get a C grade?","Graduate credit is only granted for courses completed with a grade of B-­ or higher. Individual programs may have stricter requirements, and those are published with their degree program requirements. Students who are completing the undergraduate portion of the UNH occupational therapy program declare their intent to apply to our Advanced Standing MS program by the end of their sophomore year. They take professional courses as part of their baccalaureate degree requirements enabling them to enter the MS program with Advanced Standing, with many professional courses completed. Students officially apply to the Graduate School for the Advanced Standing MS Program in the spring semester of their senior year, using","[""-  – Grades (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/grading/#:~:text=Graduate%20credit%20is%20only%20granted%20for%20courses%20completed%20with%20a%20grade%20of%20B-%C2%AD%20or%20higher.)"", ""-  – Professional Licensure/Certification Disclosures (https://catalog.unh.edu/graduate/programs-study/occupational-therapy/occupational-therapy-advanced-standing-ms/#:~:text=An%20overall%20minimum%20grade%20point%20of%20B%20%283.0%29%20is%20required%20for%20admission.)"", ""-  – PPOL 998 - Policy Internship (https://catalog.unh.edu/graduate/course-descriptions/ppol/#:~:text=Grade%20Mode%3A%20Graduate%20Credit/Fail%20grading)""]"
2025-09-29T21:02:13Z,"For MS IT, program dismissal rules","a student who wishes to challenge an academic dismissal as a result of failing to make required academic progress shall take the following steps: Dismissal for Professional, Ethical, or Academic Misconduct Dismissal for Failure to Make Required Academic Progress A student who wishes to challenge an academic dismissal as a result of failing to make required academic progress shall take the following steps: Dismissal for Professional, Ethical, or Academic Misconduct Dismissal for Failure to Make Required Academic Progress","[""-  – Policy and Procedure for Program Dismissals (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/academic-standards/#:~:text=The%20process%20by%20which%20a%20student%20can%20be%20dismissed%20from%20an%20academic%20program%20for%20violations%20of%20academic%20standards%20or%20violations%20of%20professional%2C%20ethical%2C%20and/or)"", ""-  – Policy and Procedure for Program Dismissals (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/academic-standards/#:~:text=A%20student%20who%20wishes%20to%20challenge%20an%20academic%20dismissal%20as%20a%20result%20of%20failing%20to%20make%20required%20academic%20progress%20shall%20take%20the%20following%20steps%3A)"", ""-  – Policy and Procedure for Program Dismissals (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/academic-standards/#:~:text=Dismissal%20for%20Professional%2C%20Ethical%2C%20or%20Academic%20Misconduct)"", ""-  – Policy and Procedure for Program Dismissals (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/academic-standards/#:~:text=Dismissal%20for%20Failure%20to%20Make%20Required%20Academic%20Progress)"", ""-  – Policy and Procedure for Program Dismissals (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/academic-standards/#:~:text=A%20student%20who%20wishes%20to%20challenge%20a%20dismissal%20for%20professional%2C%20ethical%2C%20or%20academic%20misconduct%20should%20take%20the%20following%20steps%3A)""]"
2025-09-30T18:10:30Z,What is the minimum passing grade for graduate students?,3.0,"[""-  – Academic Standards (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/academic-standards/#:~:text=Each%20individual%20program%20may%20set%20and%20announce%20standards%20for%20coursework%2C%20examinations%2C%20and/or%20research%20achievement%20that%20are%20more%20rigorous%20than%20the%20Graduate)"", ""-  – Grades (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/grading/#:~:text=Courses%20at%20the%20700-%C2%ADlevel%20approved%20for%20graduate%20credit%20cannot%20be%20taken%20for%20pass/fail.)"", ""-  – Academic Standards (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/academic-standards/#:~:text=Graduate%20students%20MUST%20have%20a%20cumulative%20GPA%20of%203.0%20or%20higher%20in%20order%20to%20be%20eligible%20for%20graduation.)"", ""-  – Grades (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/grading/#:~:text=Graduate%20credit%20is%20only%20granted%20for%20courses%20completed%20with%20a%20grade%20of%20B-%C2%AD%20or%20higher.)"", ""-  – Academic Standards (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/academic-standards/#:~:text=Graduate%20students%20receiving%20grades%20below%20%22B-%C2%AD%22%20in%209%20or%20more%20credits%20%2C%20including%20undergraduate%20courses%20taken%20while%20a%20graduate%20student%2C%20will%20be%20dismissed%20from)""]"
